seat_id,x,y,z
left_seats.315,26.0549,-5.7046,14.708
right_seats.315,26.0548,81.4061,14.708
left_seats.316,26.0549,-6.4896,15.1184
right_seats.316,26.0548,82.191,15.1184
left_seats.317,26.0549,-7.2745,15.5287
right_seats.317,26.0548,82.9759,15.5287
left_seats.318,26.0549,-8.0594,15.9391
right_seats.318,26.0548,83.7609,15.9391
left_seats.319,26.0549,-8.8444,16.3494
right_seats.319,26.0548,84.5458,16.3494
left_seats.320,26.0549,-9.6293,16.7598
right_seats.320,26.0548,85.3307,16.7598
left_seats.321,26.527,-2.5649,13.0666
right_seats.321,26.5269,78.2663,13.0666
left_seats.322,26.527,-3.3498,13.477
right_seats.322,26.5269,79.0513,13.477
left_seats.323,26.527,-4.1348,13.8873
right_seats.323,26.5269,80.6211,14.2977
left_seats.324,26.527,-4.9197,14.2977
right_seats.324,26.5269,81.4061,14.708
left_seats.325,26.527,-5.7046,14.708
right_seats.325,26.5269,82.191,15.1184
left_seats.326,26.527,-6.4896,15.1184
right_seats.326,26.5269,82.9759,15.5287
left_seats.327,26.527,-7.2745,15.5287
right_seats.327,26.5269,83.7609,15.9391
left_seats.328,26.527,-8.0594,15.9391
right_seats.328,26.5269,84.5458,16.3494
left_seats.329,26.527,-8.8444,16.3494
right_seats.329,26.5269,85.3307,16.7598
left_seats.330,26.527,-9.6293,16.7598
right_seats.330,26.999,78.2663,13.0666
left_seats.331,26.9991,-2.5649,13.0666
right_seats.331,26.999,79.0513,13.477
left_seats.332,26.9991,-3.3498,13.477
right_seats.332,26.999,80.6211,14.2977
left_seats.333,26.9991,-4.1348,13.8873
right_seats.333,26.999,81.4061,14.708
left_seats.334,26.9991,-4.9197,14.2977
right_seats.334,26.999,82.191,15.1184
left_seats.335,26.9991,-5.7046,14.708
right_seats.335,26.999,82.9759,15.5287
left_seats.336,26.9991,-6.4896,15.1184
right_seats.336,26.999,83.7609,15.9391
left_seats.337,26.9991,-7.2745,15.5287
right_seats.337,26.999,84.5458,16.3494
left_seats.338,26.9991,-8.0594,15.9391
right_seats.338,26.999,85.3307,16.7598
left_seats.339,26.9991,-8.8444,16.3494
right_seats.339,27.4711,78.2663,13.0666
left_seats.340,26.9991,-9.6293,16.7598
right_seats.340,27.4711,79.0513,13.477
left_seats.341,27.4711,-2.5649,13.0666
right_seats.341,27.4711,80.6211,14.2977
left_seats.342,27.4711,-3.3498,13.477
right_seats.342,27.4711,81.4061,14.708
left_seats.343,27.4711,-4.1348,13.8873
right_seats.343,27.4711,82.191,15.1184
left_seats.344,27.4711,-4.9197,14.2977
right_seats.344,27.4711,82.9759,15.5287
left_seats.345,27.4711,-5.7046,14.708
right_seats.345,27.4711,83.7609,15.9391
left_seats.346,27.4711,-6.4896,15.1184
right_seats.346,27.4711,84.5458,16.3494
left_seats.347,27.4711,-7.2745,15.5287
right_seats.347,27.4711,85.3307,16.7598
left_seats.348,27.4711,-8.0594,15.9391
right_seats.348,29.3595,78.2663,13.0666
left_seats.349,27.4711,-8.8444,16.3494
right_seats.349,29.3595,79.0513,13.477
left_seats.350,27.4711,-9.6293,16.7598
right_seats.350,29.3595,79.8362,13.8873
left_seats.351,29.3595,-2.5649,13.0666
right_seats.351,29.3595,80.6211,14.2977
left_seats.352,29.3595,-3.3498,13.477
right_seats.352,29.3595,81.4061,14.708
left_seats.353,29.3595,-4.1348,13.8873
right_seats.353,29.3595,82.191,15.1184
left_seats.354,29.3595,-4.9197,14.2977
right_seats.354,29.3595,82.9759,15.5287
left_seats.355,29.3595,-5.7046,14.708
right_seats.355,29.3595,83.7609,15.9391
left_seats.356,29.3595,-6.4896,15.1184
right_seats.356,29.3595,84.5458,16.3494
left_seats.357,29.3595,-7.2745,15.5287
right_seats.357,29.3595,85.3307,16.7598
left_seats.358,29.3595,-8.0594,15.9391
right_seats.358,29.8315,78.2663,13.0666
left_seats.359,29.3595,-8.8444,16.3494
right_seats.359,29.8315,79.0513,13.477
left_seats.360,29.3595,-9.6293,16.7598
right_seats.360,29.8315,79.8362,13.8873
left_seats.361,29.8316,-2.5649,13.0666
right_seats.361,29.8315,80.6211,14.2977
left_seats.362,29.8316,-3.3498,13.477
right_seats.362,29.8315,81.4061,14.708
left_seats.363,29.8316,-4.1348,13.8873
right_seats.363,29.8315,82.191,15.1184
left_seats.364,29.8316,-4.9197,14.2977
right_seats.364,29.8315,82.9759,15.5287
left_seats.365,29.8316,-5.7046,14.708
right_seats.365,29.8315,83.7609,15.9391
left_seats.366,29.8316,-6.4896,15.1184
right_seats.366,29.8315,84.5458,16.3494
left_seats.367,29.8316,-7.2745,15.5287
right_seats.367,29.8315,85.3307,16.7598
left_seats.368,29.8316,-8.0594,15.9391
right_seats.368,30.3036,78.2663,13.0666
left_seats.369,29.8316,-8.8444,16.3494
right_seats.369,30.3036,79.0513,13.477
left_seats.370,29.8316,-9.6293,16.7598
right_seats.370,30.3036,79.8362,13.8873
left_seats.371,30.3037,-2.5649,13.0666
right_seats.371,30.3036,80.6211,14.2977
left_seats.372,30.3037,-3.3498,13.477
right_seats.372,30.3036,81.4061,14.708
left_seats.373,30.3037,-4.1348,13.8873
right_seats.373,30.3036,82.191,15.1184
left_seats.374,30.3037,-4.9197,14.2977
right_seats.374,30.3036,82.9759,15.5287
left_seats.375,30.3037,-5.7046,14.708
right_seats.375,30.3036,83.7609,15.9391
left_seats.376,30.3037,-6.4896,15.1184
right_seats.376,30.3036,84.5458,16.3494
left_seats.377,30.3037,-7.2745,15.5287
right_seats.377,30.3036,85.3307,16.7598
left_seats.378,30.3037,-8.0594,15.9391
right_seats.378,30.7757,78.2663,13.0666
left_seats.379,30.3037,-8.8444,16.3494
right_seats.379,30.7757,79.0513,13.477
left_seats.380,30.3037,-9.6293,16.7598
right_seats.380,30.7757,79.8362,13.8873
left_seats.381,30.7758,-2.5649,13.0666
right_seats.381,30.7757,80.6211,14.2977
left_seats.382,30.7758,-3.3498,13.477
right_seats.382,30.7757,81.4061,14.708
left_seats.383,30.7758,-4.1348,13.8873
right_seats.383,30.7757,82.191,15.1184
left_seats.384,30.7758,-4.9197,14.2977
right_seats.384,30.7757,82.9759,15.5287
left_seats.385,30.7758,-5.7046,14.708
right_seats.385,30.7757,83.7609,15.9391
left_seats.386,30.7758,-6.4896,15.1184
right_seats.386,30.7757,84.5458,16.3494
left_seats.387,30.7758,-7.2745,15.5287
right_seats.387,30.7757,85.3307,16.7598
left_seats.388,30.7758,-8.0594,15.9391
right_seats.388,31.2478,78.2663,13.0666
left_seats.389,30.7758,-8.8444,16.3494
right_seats.389,31.2478,79.0513,13.477
left_seats.390,30.7758,-9.6293,16.7598
right_seats.390,31.2478,79.8362,13.8873
left_seats.391,31.2478,-2.5649,13.0666
right_seats.391,31.2478,80.6211,14.2977
left_seats.392,31.2478,-3.3498,13.477
right_seats.392,31.2478,81.4061,14.708
left_seats.393,31.2478,-4.1348,13.8873
right_seats.393,31.2478,82.191,15.1184
left_seats.394,31.2478,-4.9197,14.2977
right_seats.394,31.2478,82.9759,15.5287
left_seats.395,31.2478,-5.7046,14.708
right_seats.395,31.2478,83.7609,15.9391
left_seats.396,31.2478,-6.4896,15.1184
right_seats.396,31.2478,84.5458,16.3494
left_seats.397,31.2478,-7.2745,15.5287
right_seats.397,31.2478,85.3307,16.7598
left_seats.398,31.2478,-8.0594,15.9391
right_seats.398,31.7199,78.2663,13.0666
left_seats.399,31.2478,-8.8444,16.3494
right_seats.399,31.7199,79.0513,13.477
left_seats.400,31.2478,-9.6293,16.7598
right_seats.400,31.7199,79.8362,13.8873
left_seats.401,31.7199,-2.5649,13.0666
right_seats.401,31.7199,80.6211,14.2977
left_seats.402,31.7199,-3.3498,13.477
right_seats.402,31.7199,81.4061,14.708
left_seats.403,31.7199,-4.1348,13.8873
right_seats.403,31.7199,82.191,15.1184
left_seats.404,31.7199,-4.9197,14.2977
right_seats.404,31.7199,82.9759,15.5287
left_seats.405,31.7199,-5.7046,14.708
right_seats.405,31.7199,83.7609,15.9391
left_seats.406,31.7199,-6.4896,15.1184
right_seats.406,31.7199,84.5458,16.3494
left_seats.407,31.7199,-7.2745,15.5287
right_seats.407,31.7199,85.3307,16.7598
left_seats.408,31.7199,-8.0594,15.9391
right_seats.408,32.192,78.2663,13.0666
left_seats.409,31.7199,-8.8444,16.3494
right_seats.409,32.192,79.0513,13.477
left_seats.410,31.7199,-9.6293,16.7598
right_seats.410,32.192,79.8362,13.8873
left_seats.411,32.192,-2.5649,13.0666
right_seats.411,32.192,80.6211,14.2977
left_seats.412,32.192,-3.3498,13.477
right_seats.412,32.192,81.4061,14.708
left_seats.413,32.192,-4.1348,13.8873
right_seats.413,32.192,82.191,15.1184
left_seats.414,32.192,-4.9197,14.2977
right_seats.414,32.192,82.9759,15.5287
left_seats.415,32.192,-5.7046,14.708
right_seats.415,32.192,83.7609,15.9391
left_seats.416,32.192,-6.4896,15.1184
right_seats.416,32.192,84.5458,16.3494
left_seats.417,32.192,-7.2745,15.5287
right_seats.417,32.192,85.3307,16.7598
left_seats.418,32.192,-8.0594,15.9391
right_seats.418,32.6641,78.2663,13.0666
left_seats.419,32.192,-8.8444,16.3494
right_seats.419,32.6641,79.0513,13.477
left_seats.420,32.192,-9.6293,16.7598
right_seats.420,32.6641,79.8362,13.8873
left_seats.421,32.6641,-2.5649,13.0666
right_seats.421,32.6641,80.6211,14.2977
left_seats.422,32.6641,-3.3498,13.477
right_seats.422,32.6641,81.4061,14.708
left_seats.423,32.6641,-4.1348,13.8873
right_seats.423,32.6641,82.191,15.1184
left_seats.424,32.6641,-4.9197,14.2977
right_seats.424,32.6641,82.9759,15.5287
left_seats.425,32.6641,-5.7046,14.708
right_seats.425,32.6641,83.7609,15.9391
left_seats.426,32.6641,-6.4896,15.1184
right_seats.426,32.6641,84.5458,16.3494
left_seats.427,32.6641,-7.2745,15.5287
right_seats.427,32.6641,85.3307,16.7598
left_seats.428,32.6641,-8.0594,15.9391
right_seats.428,33.1362,78.2663,13.0666
left_seats.429,32.6641,-8.8444,16.3494
right_seats.429,33.1362,79.0513,13.477
left_seats.430,32.6641,-9.6293,16.7598
right_seats.430,33.1362,79.8362,13.8873
left_seats.431,33.1362,-2.5649,13.0666
right_seats.431,33.1362,80.6211,14.2977
left_seats.432,33.1362,-3.3498,13.477
right_seats.432,33.1362,81.4061,14.708
left_seats.433,33.1362,-4.1348,13.8873
right_seats.433,33.1362,82.191,15.1184
left_seats.434,33.1362,-4.9197,14.2977
right_seats.434,33.1362,82.9759,15.5287
left_seats.435,33.1362,-5.7046,14.708
right_seats.435,33.1362,83.7609,15.9391
left_seats.436,33.1362,-6.4896,15.1184
right_seats.436,33.1362,84.5458,16.3494
left_seats.437,33.1362,-7.2745,15.5287
right_seats.437,33.1362,85.3307,16.7598
left_seats.438,33.1362,-8.0594,15.9391
right_seats.438,33.6083,78.2663,13.0666
left_seats.439,33.1362,-8.8444,16.3494
right_seats.439,33.6083,79.0513,13.477
left_seats.440,33.1362,-9.6293,16.7598
right_seats.440,33.6083,79.8362,13.8873
left_seats.441,33.6083,-2.5649,13.0666
right_seats.441,33.6083,80.6211,14.2977
left_seats.442,33.6083,-3.3498,13.477
right_seats.442,33.6083,81.4061,14.708
left_seats.443,33.6083,-4.1348,13.8873
right_seats.443,33.6083,82.191,15.1184
left_seats.444,33.6083,-4.9197,14.2977
right_seats.444,33.6083,82.9759,15.5287
left_seats.445,33.6083,-5.7046,14.708
right_seats.445,33.6083,83.7609,15.9391
left_seats.446,33.6083,-6.4896,15.1184
right_seats.446,33.6083,84.5458,16.3494
left_seats.447,33.6083,-7.2745,15.5287
right_seats.447,33.6083,85.3307,16.7598
left_seats.448,33.6083,-8.0594,15.9391
right_seats.448,34.0803,78.2663,13.0666
left_seats.449,33.6083,-8.8444,16.3494
right_seats.449,34.0803,79.0513,13.477
left_seats.450,33.6083,-9.6293,16.7598
right_seats.450,34.0803,79.8362,13.8873
left_seats.451,34.0804,-2.5649,13.0666
right_seats.451,34.0803,80.6211,14.2977
left_seats.452,34.0804,-3.3498,13.477
right_seats.452,34.0803,81.4061,14.708
left_seats.453,34.0804,-4.1348,13.8873
right_seats.453,34.0803,82.191,15.1184
left_seats.454,34.0804,-4.9197,14.2977
right_seats.454,34.0803,82.9759,15.5287
left_seats.455,34.0804,-5.7046,14.708
right_seats.455,34.0803,83.7609,15.9391
left_seats.456,34.0804,-6.4896,15.1184
right_seats.456,34.0803,84.5458,16.3494
left_seats.457,34.0804,-7.2745,15.5287
right_seats.457,34.0803,85.3307,16.7598
left_seats.458,34.0804,-8.0594,15.9391
right_seats.458,34.5524,78.2663,13.0666
left_seats.459,34.0804,-8.8444,16.3494
right_seats.459,34.5524,79.0513,13.477
left_seats.460,34.0804,-9.6293,16.7598
right_seats.460,34.5524,79.8362,13.8873
left_seats.461,34.5525,-2.5649,13.0666
right_seats.461,34.5524,80.6211,14.2977
left_seats.462,34.5525,-3.3498,13.477
right_seats.462,34.5524,81.4061,14.708
left_seats.463,34.5525,-4.1348,13.8873
right_seats.463,34.5524,82.191,15.1184
left_seats.464,34.5525,-4.9197,14.2977
right_seats.464,34.5524,82.9759,15.5287
left_seats.465,34.5525,-5.7046,14.708
right_seats.465,34.5524,83.7609,15.9391
left_seats.466,34.5525,-6.4896,15.1184
right_seats.466,34.5524,84.5458,16.3494
left_seats.467,34.5525,-7.2745,15.5287
right_seats.467,34.5524,85.3307,16.7598
left_seats.468,34.5525,-8.0594,15.9391
right_seats.468,35.0245,78.2663,13.0666
left_seats.469,34.5525,-8.8444,16.3494
right_seats.469,35.0245,79.0513,13.477
left_seats.470,34.5525,-9.6293,16.7598
right_seats.470,35.0245,79.8362,13.8873
left_seats.471,35.0245,-2.5649,13.0666
right_seats.471,35.0245,80.6211,14.2977
left_seats.472,35.0245,-3.3498,13.477
right_seats.472,35.0245,81.4061,14.708
left_seats.473,35.0245,-4.1348,13.8873
right_seats.473,35.0245,82.191,15.1184
left_seats.474,35.0245,-4.9197,14.2977
right_seats.474,35.0245,82.9759,15.5287
left_seats.475,35.0245,-5.7046,14.708
right_seats.475,35.0245,83.7609,15.9391
left_seats.476,35.0245,-6.4896,15.1184
right_seats.476,35.0245,84.5458,16.3494
left_seats.477,35.0245,-7.2745,15.5287
right_seats.477,35.0245,85.3307,16.7598
left_seats.478,35.0245,-8.0594,15.9391
right_seats.478,35.4966,78.2663,13.0666
left_seats.479,35.0245,-8.8444,16.3494
right_seats.479,35.4966,79.0513,13.477
left_seats.480,35.0245,-9.6293,16.7598
right_seats.480,35.4966,79.8362,13.8873
left_seats.481,35.4966,-2.5649,13.0666
right_seats.481,35.4966,80.6211,14.2977
left_seats.482,35.4966,-3.3498,13.477
right_seats.482,35.4966,81.4061,14.708
left_seats.483,35.4966,-4.1348,13.8873
right_seats.483,35.4966,82.191,15.1184
left_seats.484,35.4966,-4.9197,14.2977
right_seats.484,35.4966,82.9759,15.5287
left_seats.485,35.4966,-5.7046,14.708
right_seats.485,35.4966,83.7609,15.9391
left_seats.486,35.4966,-6.4896,15.1184
right_seats.486,35.4966,84.5458,16.3494
left_seats.487,35.4966,-7.2745,15.5287
right_seats.487,35.4966,85.3307,16.7598
left_seats.488,35.4966,-8.0594,15.9391
right_seats.488,35.9687,78.2663,13.0666
left_seats.489,35.4966,-8.8444,16.3494
right_seats.489,35.9687,79.0513,13.477
left_seats.490,35.4966,-9.6293,16.7598
right_seats.490,35.9687,79.8362,13.8873
left_seats.491,35.9687,-2.5649,13.0666
right_seats.491,35.9687,80.6211,14.2977
left_seats.492,35.9687,-3.3498,13.477
right_seats.492,35.9687,81.4061,14.708
left_seats.493,35.9687,-4.1348,13.8873
right_seats.493,35.9687,82.191,15.1184
left_seats.494,35.9687,-4.9197,14.2977
right_seats.494,35.9687,82.9759,15.5287
left_seats.495,35.9687,-5.7046,14.708
right_seats.495,35.9687,83.7609,15.9391
left_seats.496,35.9687,-6.4896,15.1184
right_seats.496,35.9687,84.5458,16.3494
left_seats.497,35.9687,-7.2745,15.5287
right_seats.497,35.9687,85.3307,16.7598
left_seats.498,35.9687,-8.0594,15.9391
right_seats.498,36.4408,78.2663,13.0666
left_seats.499,35.9687,-8.8444,16.3494
right_seats.499,36.4408,79.0513,13.477
left_seats.500,35.9687,-9.6293,16.7598
right_seats.500,36.4408,79.8362,13.8873
left_seats.501,36.4408,-2.5649,13.0666
right_seats.501,36.4408,80.6211,14.2977
left_seats.502,36.4408,-3.3498,13.477
right_seats.502,36.4408,81.4061,14.708
left_seats.503,36.4408,-4.1348,13.8873
right_seats.503,36.4408,82.191,15.1184
left_seats.504,36.4408,-4.9197,14.2977
right_seats.504,36.4408,82.9759,15.5287
left_seats.505,36.4408,-5.7046,14.708
right_seats.505,36.4408,83.7609,15.9391
left_seats.506,36.4408,-6.4896,15.1184
right_seats.506,36.4408,84.5458,16.3494
left_seats.507,36.4408,-7.2745,15.5287
right_seats.507,36.4408,85.3307,16.7598
left_seats.508,36.4408,-8.0594,15.9391
right_seats.508,36.9129,78.2663,13.0666
left_seats.509,36.4408,-8.8444,16.3494
right_seats.509,36.9129,79.0513,13.477
left_seats.510,36.4408,-9.6293,16.7598
right_seats.510,36.9129,79.8362,13.8873
left_seats.511,36.9129,-2.5649,13.0666
right_seats.511,36.9129,80.6211,14.2977
left_seats.512,36.9129,-3.3498,13.477
right_seats.512,36.9129,81.4061,14.708
left_seats.513,36.9129,-4.1348,13.8873
right_seats.513,36.9129,82.191,15.1184
left_seats.514,36.9129,-4.9197,14.2977
right_seats.514,36.9129,82.9759,15.5287
left_seats.515,36.9129,-5.7046,14.708
right_seats.515,36.9129,83.7609,15.9391
left_seats.516,36.9129,-6.4896,15.1184
right_seats.516,36.9129,84.5458,16.3494
left_seats.517,36.9129,-7.2745,15.5287
right_seats.517,36.9129,85.3307,16.7598
left_seats.518,36.9129,-8.0594,15.9391
right_seats.518,37.385,78.2663,13.0666
left_seats.519,36.9129,-8.8444,16.3494
right_seats.519,37.385,79.0513,13.477
left_seats.520,36.9129,-9.6293,16.7598
right_seats.520,37.385,79.8362,13.8873
left_seats.521,37.385,-2.5649,13.0666
right_seats.521,37.385,80.6211,14.2977
left_seats.522,37.385,-3.3498,13.477
right_seats.522,37.385,81.4061,14.708
left_seats.523,37.385,-4.1348,13.8873
right_seats.523,37.385,82.191,15.1184
left_seats.524,37.385,-4.9197,14.2977
right_seats.524,37.385,82.9759,15.5287
left_seats.525,37.385,-5.7046,14.708
right_seats.525,37.385,83.7609,15.9391
left_seats.526,37.385,-6.4896,15.1184
right_seats.526,37.385,84.5458,16.3494
left_seats.527,37.385,-7.2745,15.5287
right_seats.527,37.385,85.3307,16.7598
left_seats.528,37.385,-8.0594,15.9391
right_seats.528,37.8571,78.2663,13.0666
left_seats.529,37.385,-8.8444,16.3494
right_seats.529,37.8571,79.0513,13.477
left_seats.530,37.385,-9.6293,16.7598
right_seats.530,37.8571,79.8362,13.8873
left_seats.531,37.8571,-2.5649,13.0666
right_seats.531,37.8571,80.6211,14.2977
left_seats.532,37.8571,-3.3498,13.477
right_seats.532,37.8571,81.4061,14.708
left_seats.533,37.8571,-4.1348,13.8873
right_seats.533,37.8571,82.191,15.1184
left_seats.534,37.8571,-4.9197,14.2977
right_seats.534,37.8571,82.9759,15.5287
left_seats.535,37.8571,-5.7046,14.708
right_seats.535,37.8571,83.7609,15.9391
left_seats.536,37.8571,-6.4896,15.1184
right_seats.536,37.8571,84.5458,16.3494
left_seats.537,37.8571,-7.2745,15.5287
right_seats.537,37.8571,85.3307,16.7598
left_seats.538,37.8571,-8.0594,15.9391
right_seats.538,38.3291,78.2663,13.0666
left_seats.539,37.8571,-8.8444,16.3494
right_seats.539,38.3291,79.0513,13.477
left_seats.540,37.8571,-9.6293,16.7598
right_seats.540,38.3291,79.8362,13.8873
left_seats.541,38.3292,-2.5649,13.0666
right_seats.541,38.3291,80.6211,14.2977
left_seats.542,38.3292,-3.3498,13.477
right_seats.542,38.3291,81.4061,14.708
left_seats.543,38.3292,-4.1348,13.8873
right_seats.543,38.3291,82.191,15.1184
left_seats.544,38.3292,-4.9197,14.2977
right_seats.544,38.3291,82.9759,15.5287
left_seats.545,38.3292,-5.7046,14.708
right_seats.545,38.3291,83.7609,15.9391
left_seats.546,38.3292,-6.4896,15.1184
right_seats.546,38.3291,84.5458,16.3494
left_seats.547,38.3292,-7.2745,15.5287
right_seats.547,38.3291,85.3307,16.7598
left_seats.548,38.3292,-8.0594,15.9391
right_seats.548,38.8012,78.2663,13.0666
left_seats.549,38.3292,-8.8444,16.3494
right_seats.549,38.8012,79.0513,13.477
left_seats.550,38.3292,-9.6293,16.7598
right_seats.550,38.8012,79.8362,13.8873
left_seats.551,38.8012,-2.5649,13.0666
right_seats.551,38.8012,80.6211,14.2977
left_seats.552,38.8012,-3.3498,13.477
right_seats.552,38.8012,81.4061,14.708
left_seats.553,38.8012,-4.1348,13.8873
right_seats.553,38.8012,82.191,15.1184
left_seats.554,38.8012,-4.9197,14.2977
right_seats.554,38.8012,82.9759,15.5287
left_seats.555,38.8012,-5.7046,14.708
right_seats.555,38.8012,83.7609,15.9391
left_seats.556,38.8012,-6.4896,15.1184
right_seats.556,38.8012,84.5458,16.3494
left_seats.557,38.8012,-7.2745,15.5287
right_seats.557,38.8012,85.3307,16.7598
left_seats.558,38.8012,-8.0594,15.9391
right_seats.558,39.2733,78.2663,13.0666
left_seats.559,38.8012,-8.8444,16.3494
right_seats.559,39.2733,79.0513,13.477
left_seats.560,38.8012,-9.6293,16.7598
right_seats.560,39.2733,79.8362,13.8873
left_seats.561,39.2733,-2.5649,13.0666
right_seats.561,39.2733,80.6211,14.2977
left_seats.562,39.2733,-3.3498,13.477
right_seats.562,39.2733,81.4061,14.708
left_seats.563,39.2733,-4.1348,13.8873
right_seats.563,39.2733,82.191,15.1184
left_seats.564,39.2733,-4.9197,14.2977
right_seats.564,39.2733,82.9759,15.5287
left_seats.565,39.2733,-5.7046,14.708
right_seats.565,39.2733,83.7609,15.9391
left_seats.566,39.2733,-6.4896,15.1184
right_seats.566,39.2733,84.5458,16.3494
left_seats.567,39.2733,-7.2745,15.5287
right_seats.567,39.2733,85.3307,16.7598
left_seats.568,39.2733,-8.0594,15.9391
right_seats.568,39.7454,82.191,15.1184
left_seats.569,39.2733,-8.8444,16.3494
right_seats.569,39.7454,82.9759,15.5287
left_seats.570,39.2733,-9.6293,16.7598
right_seats.570,39.7454,83.7609,15.9391
left_seats.571,39.7454,-6.4896,15.1184
right_seats.571,39.7454,84.5458,16.3494
left_seats.572,39.7454,-7.2745,15.5287
right_seats.572,39.7454,85.3307,16.7598
left_seats.573,39.7454,-8.0594,15.9391
right_seats.573,40.2175,82.191,15.1184
left_seats.574,39.7454,-8.8444,16.3494
right_seats.574,40.2175,82.9759,15.5287
left_seats.575,39.7454,-9.6293,16.7598
right_seats.575,40.2175,83.7609,15.9391
left_seats.576,40.2175,-6.4896,15.1184
right_seats.576,40.2175,84.5458,16.3494
left_seats.577,40.2175,-7.2745,15.5287
right_seats.577,40.2175,85.3307,16.7598
left_seats.578,40.2175,-8.0594,15.9391
right_seats.578,40.6896,82.191,15.1184
left_seats.579,40.2175,-8.8444,16.3494
right_seats.579,40.6896,82.9759,15.5287
left_seats.580,40.2175,-9.6293,16.7598
right_seats.580,40.6896,83.7609,15.9391
left_seats.581,40.6896,-6.4896,15.1184
right_seats.581,40.6896,84.5458,16.3494
left_seats.582,40.6896,-7.2745,15.5287
right_seats.582,40.6896,85.3307,16.7598
left_seats.583,40.6896,-8.0594,15.9391
right_seats.583,42.1058,82.191,15.1184
left_seats.584,40.6896,-8.8444,16.3494
right_seats.584,42.1058,82.9759,15.5287
left_seats.585,40.6896,-9.6293,16.7598
right_seats.585,42.1058,83.7609,15.9391
left_seats.586,42.1059,-6.4896,15.1184
right_seats.586,42.1058,84.5458,16.3494
left_seats.587,42.1059,-7.2745,15.5287
right_seats.587,42.1058,85.3307,16.7598
left_seats.588,42.1059,-8.0594,15.9391
right_seats.588,42.5779,82.191,15.1184
left_seats.589,42.1059,-8.8444,16.3494
right_seats.589,42.5779,82.9759,15.5287
left_seats.590,42.1059,-9.6293,16.7598
right_seats.590,42.5779,83.7609,15.9391
left_seats.591,42.5779,-6.4896,15.1184
right_seats.591,42.5779,84.5458,16.3494
left_seats.592,42.5779,-7.2745,15.5287
right_seats.592,42.5779,85.3307,16.7598
left_seats.593,42.5779,-8.0594,15.9391
right_seats.593,43.05,82.191,15.1184
left_seats.594,42.5779,-8.8444,16.3494
right_seats.594,43.05,82.9759,15.5287
left_seats.595,42.5779,-9.6293,16.7598
right_seats.595,43.05,83.7609,15.9391
left_seats.596,43.05,-6.4896,15.1184
right_seats.596,43.05,84.5458,16.3494
left_seats.597,43.05,-7.2745,15.5287
right_seats.597,43.05,85.3307,16.7598
left_seats.598,43.05,-8.0594,15.9391
right_seats.598,43.5221,78.2663,13.0666
left_seats.599,43.05,-8.8444,16.3494
right_seats.599,43.5221,79.0513,13.477
left_seats.600,43.05,-9.6293,16.7598
right_seats.600,43.5221,79.8362,13.8873
left_seats.601,43.5221,-2.5649,13.0666
right_seats.601,43.5221,80.6211,14.2977
left_seats.602,43.5221,-3.3498,13.477
right_seats.602,43.5221,81.4061,14.708
left_seats.603,43.5221,-4.1348,13.8873
right_seats.603,43.5221,82.191,15.1184
left_seats.604,43.5221,-4.9197,14.2977
right_seats.604,43.5221,82.9759,15.5287
left_seats.605,43.5221,-5.7046,14.708
right_seats.605,43.5221,83.7609,15.9391
left_seats.606,43.5221,-6.4896,15.1184
right_seats.606,43.5221,84.5458,16.3494
left_seats.607,43.5221,-7.2745,15.5287
right_seats.607,43.5221,85.3307,16.7598
left_seats.608,43.5221,-8.0594,15.9391
right_seats.608,43.9942,78.2663,13.0666
left_seats.609,43.5221,-8.8444,16.3494
right_seats.609,43.9942,79.0513,13.477
left_seats.610,43.5221,-9.6293,16.7598
right_seats.610,43.9942,79.8362,13.8873
left_seats.611,43.9942,-2.5649,13.0666
right_seats.611,43.9942,80.6211,14.2977
left_seats.612,43.9942,-3.3498,13.477
right_seats.612,43.9942,81.4061,14.708
left_seats.613,43.9942,-4.1348,13.8873
right_seats.613,43.9942,82.191,15.1184
left_seats.614,43.9942,-4.9197,14.2977
right_seats.614,43.9942,82.9759,15.5287
left_seats.615,43.9942,-5.7046,14.708
right_seats.615,43.9942,83.7609,15.9391
left_seats.616,43.9942,-6.4896,15.1184
right_seats.616,43.9942,84.5458,16.3494
left_seats.617,43.9942,-7.2745,15.5287
right_seats.617,43.9942,85.3307,16.7598
left_seats.618,43.9942,-8.0594,15.9391
right_seats.618,44.4663,78.2663,13.0666
left_seats.619,43.9942,-8.8444,16.3494
right_seats.619,44.4663,79.0513,13.477
left_seats.620,43.9942,-9.6293,16.7598
right_seats.620,44.4663,79.8362,13.8873
left_seats.621,44.4663,-2.5649,13.0666
right_seats.621,44.4663,80.6211,14.2977
left_seats.622,44.4663,-3.3498,13.477
right_seats.622,44.4663,81.4061,14.708
left_seats.623,44.4663,-4.1348,13.8873
right_seats.623,44.4663,82.191,15.1184
left_seats.624,44.4663,-4.9197,14.2977
right_seats.624,44.4663,82.9759,15.5287
left_seats.625,44.4663,-5.7046,14.708
right_seats.625,44.4663,83.7609,15.9391
left_seats.626,44.4663,-6.4896,15.1184
right_seats.626,44.4663,84.5458,16.3494
left_seats.627,44.4663,-7.2745,15.5287
right_seats.627,44.4663,85.3307,16.7598
left_seats.628,44.4663,-8.0594,15.9391
right_seats.628,44.9384,78.2663,13.0666
left_seats.629,44.4663,-8.8444,16.3494
right_seats.629,44.9384,79.0513,13.477
left_seats.630,44.4663,-9.6293,16.7598
